"Name","id","Last Updated","Phone","Website/Social Media","Neighborhood","Category","Latitude","Longitude","Address","Notes","Sub-Category","Zipcode","Created time","Status","Source","Hours","Pickup Offered","Delivery Offered","Delivery/Pickup Notes","MWBE","Instagram","Donate","Email","Outside Seating Offered","Type of Service","Special Accommodation Hours","Black Owned Business"
"Samaria",1489,,,,"Astoria","Restaurants, Bars, Cafes & Bakeries",40.76555,-73.930521,,"Pickup & Delivery (718) 545-5304
",,"11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"VIA VAI",1490,,"(347) 612-4334","http://www.viavai-ny.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.774262,-73.912318,"31-09 23rd Ave, Astoria","Pickup & Delivery (347) 612-4334
","restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Pink Nori Sushi-Japanese Fusion Cuisine",1491,,"(718) 685-2365","http://www.pinknorinyc.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.764708,-73.917303,"36-06 30th Ave, Astoria","Pickup & Delivery (718) 685-2365
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Mike's Diner",1492,,"(718) 721-9220","http://www.mikesdinerastoria.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.775142,-73.911445,"2237 31st St, Astoria","Pickup & Delivery (718) 721-9220
","meal_delivery,restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Prik Thai Kitchen",1493,,"(718) 777-1502","http://www.prikthaikitchen.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.7609019,-73.9089495,"47-16 30th Ave, Astoria","Pickup & Delivery (718) 777-1410
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Rosa's Pizza",1494,,"(718) 726-1296","https://www.orderrosaspizzamenu.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.767082,-73.929701,"31-01 21st St, Astoria","Pickup & Delivery (718) 726-1296
","restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Retro Pizza Cafe",1495,,"(347) 612-4460","https://www.retropizzaastoria.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.758356,-73.918151,"41-02 Broadway, Astoria","Pickup & Delivery (347) 612-4460
","meal_delivery,meal_takeaway,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Mochiron Izakaya",1496,,"(347) 808-9089","https://mochiron-izakaya.business.site/?utm_source=gmb&utm_medium=referral","Astoria","Restaurants, Bars, Cafes & Bakeries",40.765346,-73.918549,"34-18 30th Ave, Astoria","Pickup & Delivery (347) 808-9089
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Ornella Trattoria",1497,,"(929) 205-4482",,"Steinway","Restaurants, Bars, Cafes & Bakeries",40.774849,-73.913127,"29 17 23rd Ave, Queens","Pickup & Delivery (929) 205-4482
","meal_delivery,meal_takeaway,restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Pollos A La Brasa Mario",1498,,"(718) 932-2424","https://pollosastoria.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.75886,-73.918165,"4019 Broadway, Long Island City","Pickup & Delivery (718) 932-2424
","meal_delivery,bar,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"New York Pao De Queijo",1499,,"(718) 204-1979","http://www.newyorkpaodequeijo.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.762666,-73.926106,"31-90 30th St, Astoria","Pickup & Delivery (718) 204-1979
","restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Stamatis",1500,,"(718) 932-8596",,"Steinway","Restaurants, Bars, Cafes & Bakeries",40.775022,-73.913327,"29-09 23rd Ave, Astoria","Pickup & Delivery (718) 932-8596
","restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"MAX Bratwurst & Bier",1501,,"(718) 777-1635","http://maxbratwurstundbiertogo.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.761022,-73.909417,"4702 30th Ave #1266, Astoria","Pickup & Delivery (718) 777-1635
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"The Yard",1502,,"(718) 932-2096",,"Steinway","Restaurants, Bars, Cafes & Bakeries",40.774963,-73.913297,"29-11 23rd Ave, Queens","Pickup & Delivery (718) 932-2096
","restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Palermo Restaurant",1503,,"(718) 267-0010","http://www.palermorestaurantmenu.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.777352,-73.92152,"23-92 21st St, Queens","Pickup & Delivery (718) 267-0010
","meal_delivery,restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Sac's Place",1504,,"(718) 204-5002","http://sacsplace.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.756939,-73.924504,"35-11 35th Ave, entrance by the security booth, Astoria","Pickup & Delivery (718) 204-5002
","bar,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Popeyes Louisiana Kitchen",1505,,"(347) 531-0906","https://www.popeyes.com/store-locator/store/restaurant_85647","Astoria","Restaurants, Bars, Cafes & Bakeries",40.764518,-73.933261,"33-18 21st St, Long Island City","Pickup & Delivery (347) 531-0906
","restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Psari Seafood Restaurant & Bar",1506,,"(718) 786-6015","http://www.psari-restaurant.com/","Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.755893,-73.928703,"32-10 36th Ave, Long Island City","Pickup & Delivery (718) 786-6015
","bar,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Lite Bites & Grill",1507,,"(718) 728-1133","http://www.litebitesastoria.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.75909,-73.91865,"31-91 Steinway St, Astoria","Pickup & Delivery (718) 728-1133
","meal_delivery,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Ninoâ€™s AQ",1508,,,,"Steinway","Restaurants, Bars, Cafes & Bakeries",40.774957,-73.908564,,"Pickup & Delivery (718) 777-0010
",,"11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Vite Vinosteria Astoria",1509,,"(718) 278-8483","http://www.vitevinosteria.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.76294,-73.92113,"31-05 34th St, Astoria","Pickup & Delivery (718) 278-8483
","meal_delivery,meal_takeaway,bar,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Pita Hot Natural Health Food",1510,,"(718) 932-8282","http://orderpitahot.com/","Old Astoria","Restaurants, Bars, Cafes & Bakeries",40.768548,-73.924439,"25-13 30th Ave, Astoria","Pickup & Delivery (718) 932-8282
","restaurant,food","11102","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Wing-Stop",1511,,"(718) 777-9464","https://www.wingstop.com/location/wingstop-535-astoria-ny-11103/menu?utm_source=google&utm_medium=distrib&utm_campaign=google-distrib","Astoria","Restaurants, Bars, Cafes & Bakeries",40.761027,-73.917685,"31-14 Steinway St, Queens","Pickup & Delivery (718) 777-9464
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Mi Espiguita",1512,,"(718) 777-5648",,"Astoria","Restaurants, Bars, Cafes & Bakeries",40.760946,-73.926556,"32-44 31st St, Astoria","Pickup & Delivery (718) 777-5648
","meal_delivery,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Astoria Bier & Cheese",1513,,"(718) 545-5588","http://astoriabierandcheese.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.76046,-73.92263,"3414 Broadway, Astoria","Pickup & Delivery (718) 545-5588
","bar,liquor_store,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Fusion Juice Bar",1514,,"(347) 642-5351","http://www.fusionjuicebar.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.761813,-73.917595,"3093 38th St, Queens","Pickup & Delivery (347) 642-5351
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Gakyiozompe",1515,,,,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.741198,-73.917568,,"Pickup & Delivery
",,"11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Rice x Beans",1517,,"(718) 255-1633","http://www.ricexbeans.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.757325,-73.907889,"30-86 51st St, Woodside","Pickup & Delivery (718) 255-1633
","restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Schmidt's Candy",1518,"2020-05-21T04:00:00.000Z",,,"Astoria","Restaurants, Bars, Cafes & Bakeries",40.757325,-73.907889,,"Call (718) 846-9326 Tues-Fri 11am-6:30pm Sat 11am-6pm Mon & Sun Closed Pickup & Delivery <https://schmidtscandy.com>
",,"11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"SoleLuna",1519,,"(929) 296-3942","http://www.solelunanyc.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.743323,-73.923698,"40-1 Queens Blvd, Sunnyside","Pickup & Delivery
","bar,restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Sparrow Tavern",1520,,"(718) 606-2260","http://www.thesparrowtavern.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.772732,-73.916492,"24-01 29th St, Astoria","Pickup & Delivery
","bar","11102","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Casa Del Chef Bistro",1521,,"(718) 457-9000","http://www.casadelchefny.com/","Woodside","Restaurants, Bars, Cafes & Bakeries",40.746266,-73.900098,"39-06 64th St, Woodside","Pickup & Delivery (718) 457-9000
","restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"36th Ave. Wine and Spirits",1544,,,,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.747661,-73.940088,,"Pickup & Delivery 718-361-6080
",,"11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Aanchal",1545,,"(718) 349-9060","http://www.aanchallongislandcity.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.746597,-73.945719,"4512 23rd St, Queens","Pickup & Delivery 718-349-9060
","meal_takeaway,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"BLVD Wine Bar",1546,,"(718) 440-8520","http://www.blvdlic.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.745704,-73.956269,"4720 Center Blvd, Long Island City","Pickup & Delivery 718-440-8520
","bar,restaurant,food","11109","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Skinny's Cantina",1547,,"(718) 729-8300","http://www.skinnyscantina.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.745704,-73.956269,"4705 Center Blvd, Long Island City","Pickup & Delivery 718-729-8300
","bar,restaurant,food","11109","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Blend",1548,,"(718) 729-2800","https://www.blendlic.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.745407,-73.953436,"47-04 Vernon Blvd, Long Island City","Pickup & Delivery 718- 729-2800 Beer, wine, sangria, and frozen drinks to go also available
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Beebe's",1549,,"(718) 208-2895","https://www.beebesnyc.com/","Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.75487,-73.93596,"38-28 27th St, Long Island City","Pickup & Delivery 718-208-2895 15% off phone orders, 50% off wine Read more: <https://ediblequeens.ediblecommunities.com/eat/beebes-check-or-don-t-be-sure-check-out-kicked-hotel-fare>
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Bareburger",1550,,"(718) 937-2273","https://bareburger.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.743476,-73.953562,"48-19 Vernon Blvd, Long Island City","Pickup & Delivery (718) 937-2273 <https://www.gofundme.com/f/feeding-essential-workers-during-tough-times>
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Bierocracy",1551,,"(718) 361-9333","http://www.bierocracy.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.744018,-73.950265,"12-23 Jackson Ave, Long Island City","Pickup & Delivery (929) 435-2688
","bar,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Blue Streak Wines & Spirits",1552,,"(718) 706-9463","http://www.bluestreakwine.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.745915,-73.95777,"4720 Center Blvd, Long Island City","Pickup & Delivery (718) 706-9463
","liquor_store,food","11109","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Bricktown Bagels and Cafe",1553,,"(718) 361-2428","https://www.bricktownbagelscafe.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.74183,-73.954663,"5106 Vernon Blvd, Long Island City","Pickup & Delivery (718) 361-2428
","bakery,cafe,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Bella Via Restaurant",1554,,"(718) 361-7510","http://www.bellavialic.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.744266,-73.953834,"47-46 Vernon Blvd, Long Island City","Pickup & Delivery 718-361-7510 Craft Beer $4; Rose Prosecco $4; Bloody Mary, Mimosa, Aperol Spritz & Sangria- $6
","meal_delivery,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Centro",1555,,"(718) 361-1965","https://www.centropizzabar.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.744929,-73.953128,"47-23 Vernon Blvd, Queens","Pickup & Delivery 718-361-1965 FREE DELIVERY ($10 Minimum - Phone Orders Only)
","meal_delivery,meal_takeaway,bar,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Corner Bistro",1556,,"(718) 606-6500","http://www.cornerbistrony.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.74496,-73.95362,"47-18 Vernon Blvd, Long Island City","Pickup & Delivery (718) 606-6500 Delivery through Caviar and Doordash
","bar,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Corazon De Mexico",1557,,"(929) 208-4764","http://www.corazondemexicony.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.742835,-73.953518,"10-09 50th Ave, Long Island City","Pickup & Delivery 3473997236
","bar,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Teriyaki 365",1558,,"(718) 361-0365","http://www.teriyaki365.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.752106,-73.921464,"42-02 Northern Blvd, Long Island City","Pickup & Delivery (718) 361-0365
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Singas Famous Pizza",1559,"2020-06-10T19:56:00.000Z","(718) 392-7724","https://singasgrill.ordersnapp.com/home?external_store_id=412","Hunters Point-Sunnyside-West Maspeth","Restaurants",40.752106,-73.921464,"4202 Northern Blvd, Long Island City","
","Pizza","11101","2020-05-29T17:32:14.000Z","Open",,"11AM-10PM
","Yes","Yes",,,,,,,,,
"Square Wine & Spirits",1560,,"(718) 707-9911","https://www.squarewine.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.746065,-73.944301,"24-20 Jackson Ave, Queens","Pickup & Delivery 718- 707-9911 20% discount available for all first orders on the app. Visit <https://www.squarewine.com/sign-up>
","liquor_store,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Market Pantry",1561,,"(718) 606-2299","http://www.pantryeatery.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.746065,-73.944301,"24-20 Jackson Ave, Long Island City","Pickup & Delivery (718) 606-2299
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Pantry Eatery",1562,,"(718) 606-2299","http://www.pantryeatery.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.746065,-73.944301,"24-20 Jackson Ave, Long Island City","Pickup & Delivery (718) 606-2299
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Van Dam Diner",1563,,"(718) 392-8371","http://www.ordervandamdiner.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.743092,-73.933659,"4555 Van Dam St, Long Island City","Pickup & Delivery 718-392-1686
","meal_delivery,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Niforos Corner",1564,,"(718) 545-5971","http://www.niforoscornerastoria.com/","Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.761355,-73.940075,"35-60 11th St, Queens","Pickup & Delivery 7185455971
","meal_delivery,cafe,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Sparks Deli & Restaurant",1565,,"(718) 392-0757",,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.738934,-73.941055,"2831 Borden Ave, Long Island City","Pickup & Delivery 7183920757
","food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Levante",1566,,"(718) 392-3885","http://levantelic.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.747598,-73.941715,"26-21 Jackson Ave, Long Island City","Pickup & Delivery (718) 392-3885 Order through levantelic.com, limited menu with wine available for 20% off
","bar,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Massa's Pizza of LIC",1567,,"(718) 433-4646","http://www.massaslic.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.749551,-73.939739,"42-12 28th St #2, Long Island City","Pickup & Delivery 631-827-3418 15% off all orders, plus alcohol available for delivery
","bar,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"LIC Beer Project",1568,,"(917) 832-6840","http://licbp.com/","Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.754952,-73.93924,"39-28 23rd St, Long Island City","Pickup & Delivery (917) 832-6840
","food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Little Chef Little Cafe",1569,,,"https://www.littlecheflittlecafe.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.74457,-73.954181,"5-43 48th Ave, Long Island City","Pickup & Delivery <https://www.littlecheflittlecafe.com/> Free delivery for orders over $25 with .25 mile of the cafe
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Rockaway Brewing",1570,,"(718) 482-6528","http://rockawaybrewco.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.747066,-73.954841,"46-01 5th St, Long Island City","Pickup & Delivery 718- 474-2339
","food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Thai Tree",1571,,"(718) 806-1046","http://orderthaitree.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.737939,-73.929411,"36-17 Greenpoint Ave, Long Island City","Pickup & Delivery 7188061046
","meal_delivery,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Poms Gourmet Market",1572,,"(347) 649-1392",,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.747155,-73.941451,"Queens","takeout & delivery (347) 649-1392
","food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"House of Thai",1573,,"(929) 522-0247","https://www.houseofthainy.com/","Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.75355,-73.937709,"2501 40th Ave, Long Island City","Pickup & Delivery 929-522-0247
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Yin Hot Pot",1574,,"(718) 255-6286",,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.745735,-73.945232,"2310 Jackson Ave, Queens","Pickup & Delivery (718) 255-6286
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"sLICe",1575,,"(718) 937-5423","https://www.slicelic.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.743695,-73.95354,"48-11 Vernon Blvd, Long Island City","Pickup & Delivery (718) 937-5423 Show our local CoVID-19 heroes your love and appreciation by donating a pie for them. For every pie that is donated we will match it and send to a local hospital the next day. <https://www.toasttab.com/slice-astoria/v3#!/>
","meal_delivery,meal_takeaway,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Tropical II Restaurant",1576,,"(718) 392-2734","https://tropical-restaurants.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.737505,-73.929536,"36-10 Greenpoint Ave, Long Island City","Pickup & Delivery 7183922734
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"T.D. Big J Deli Corp.",1577,,"(718) 392-2525",,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.73406,-73.937397,"Long Island City","Pickup & Delivery 7183922525
","food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Taste Creme",1578,,"(929) 260-0856","http://www.tastecreme.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.744422,-73.949564,"13-11 Jackson Ave, Long Island City","Pickup & Delivery (646) 580-2688
","bakery,cafe,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Harissa Grill",1579,,"(347) 924-9090","http://www.harissagrill.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.742183,-73.936448,"30-30 47th Ave suite 130, Queens","Pickup & Delivery 347-294-9090
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Vanessa's Dumplings",1580,,"(718) 298-4388","http://www.vanessas.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.742183,-73.936448,"30-30 47th Ave, Long Island City","Pickup & Delivery 718-298-4388
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Takumen",1581,,"(718) 361-7973","http://www.takumenlic.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.742657,-73.954697,"5-50 50th Ave, Long Island City","Pickup & Delivery (718) 361-7973 10% Discount will be offered taken by Phone and Walk in Orders
","cafe,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Hibino LIC",1582,,"(718) 392-5190","https://hibino-lic.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.742639,-73.952001,"10-70 Jackson Ave, Long Island City","Pickup & Delivery (718) 392-5190 Doing takeout but delivery is $30 Minimum
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Sanchez Luncheonette",1583,,"(718) 450-7409",,"Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.759088,-73.944017,"38-01 Vernon Blvd, Long Island City","Pickup & Delivery 7184507409
","meal_delivery,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Pumpernickel Bagel",1584,,"(718) 361-9422",,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.747297,-73.944639,"2310 44th Dr, Long Island City","Pickup & Delivery (718) 361-9422 Order online to receive a discount
","bakery,meal_takeaway,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Hidalgo Mexican Food",1585,,"(917) 832-6783","http://orderhidalgomexicanfood.com/","Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.763254,-73.941141,"35-09 Vernon Blvd, Astoria","Pickup & Delivery (917) 832-6783
","meal_delivery,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"II Falco",1586,,"(718) 707-0009","http://ilfalcolic.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.747497,-73.945558,"21-50 44th Dr, Queens","Pickup & Delivery  wine and cocktails delivered at a discounted prices
","bar,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"L. M. Cafe",1587,,"(347) 612-4200","https://lmcafe-breakfastrestaurant.business.site/?utm_source=gmb&utm_medium=referral","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.749396,-73.948758,"11-11 44th Rd, Long Island City","Pickup & Delivery 347-612-4200 Visit Instagram page @LMcafe to see special offers
","bakery,cafe,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Manettas Ristorante",1588,,"(718) 786-6171","http://www.manettaslic.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.742698,-73.951839,"10-76 Jackson Ave, Long Island City","Pickup & Delivery 718-786-6171
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Jackson's Eatery",1589,,"(347) 649-1721","http://jacksonslic.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.742437,-73.953244,"10-37 Jackson Ave, Long Island City","Pickup & Delivery (347) 649-1721
","bar,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"M. Wells Steakhouse",1590,,"(718) 786-9060","http://magasinwells.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.74839,-73.942272,"43-15 Crescent St, Long Island City","Pickup & Delivery 718-786-9060 Big deep dishes for the fridge and freezer available Gift cards and merchandise available online
","bar,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Panini Tozt Cafe",1591,,"(718) 786-8200","http://orderpaninitoztcafe.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.750314,-73.940447,"25-02 Queens Plaza S, Long Island City","Pickup & Delivery 718-786-8200
","meal_takeaway,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Plaza Market",1592,,"(718) 786-8200","http://www.plazapaninicafe.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.750314,-73.940447,"25-02 Queens Plaza S, Long Island City","Pickup & Delivery (718) 786-0040
","food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
